10677;1080;REC;;Via;0;RAF;N;;;;;;;O;I;;03:52;00:12;SS;2;;93;85;52;2001;ITA 2000;5;ita V;;L:\AudioToscana\ita V\Raf - Via.wav;;;1
10776;4975;REC;;Il Segreto;0;STADIO;N;;;;;;;O;I;;03:12;00:14;SM;2;;100;91;45;2002;ITA 2000;5;ita V;;L:\AudioToscana\ita V\Stadio - Il segreto.wav;;;1
10793;6040;REC;;Domo Mia;0;"TAZENDA FEAT. EROS RAMAZZOTTI; TAZENDA; EROS RAMAZZOTTI";N;;;;;;;O;I;;03:41;00:18;SS;2;;80;53;35;2007;2007;5;2007;;L:\AudioToscana\2007\Tazenda - Domo Mia (ft. Eros Ramazzotti).wav;;;1
10801;10826;REC;;Noi Casomai;0;TIROMANCINO;N;;;;;;;O;I;;03:31;00:14;SS;1;;142;132;47;2018;2018;6;2018;;L:\AudioToscana\2018\Tiromancino - Noi casomai.wav;;;1
10861;2824;REC;;Svegliarsi La Mattina;0;ZERO ASSOLUTO;N;;;;;;;O;I;;03:13;00:13;MF;2;;97;52;36;2006;SANREMO 2006;5;2006;;L:\AudioToscana\2006\Zero Assoluto - Svegliarsi la mattina.wav;;;1
11020;2410;REC;;Beautiful;0;CHRISTINA AGUILERA;N;;;;;;;O;S;;03:52;00:27;SS;1;;175;103;43;1999;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Christina Aguilera - Beautiful.wav;;;1
11054;5502;REC;;Thank You;0;DIDO;N;;;;;;;O;S;;03:18;00:36;SS;2;;159;87;47;1999;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Dido - Thank You.wav;;;1
11111;7597;REC;;Hero;0;ENRIQUE IGLESIAS;N;;;;;;;O;S;;04:17;00:12;SS;1;;166;138;59;2001;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Enrique Iglesias - Hero.wav;;;1
11129;3723;REC;;Superman;0;FIVE FOR FIGHTING;N;;;;;;;O;S;;03:30;00:18;SS;1;;165;87;31;1960;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Five For Fighting - Superman.wav;;;1
11139;3097;REC;;Rise;0;GABRIELLE;B;;;;;;;O;S;;03:24;00:14;SS;1;;213;115;36;1998;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Gabrielle - Rise (Album Version).wav;;;1
11168;3742;REC;;Mad About You;0;HOOVERPHONIC;N;;;;;;;O;S;;03:23;00:23;SS;1;;155;90;39;2000;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Hooverphonic - Mad About You .wav;;;1
11195;8238;REC;;All Of Me;0;JOHN LEGEND;N;L;;;;;;O;S;;02:55;00:08;SS;1;;144;102;30;2013;2013;6;2013;;L:\AudioToscana\2013\JOHN LEGEND - ALL OF ME.wav;;;1
11221;2757;REC;;Misread;0;KINGS OF CONVENIENCE;N;;;;;;;O;S;;03:01;00:39;SS;2;;143;47;27;2004;STRA 2000;;stra V;;L:\AudioToscana\stra V\Kings of convenience - Misread.wav;;;1
11311;6114;REC;;Happy Ending;0;MIKA;N;;;;;;;O;S;;03:30;00:01;SS;2;;181;140;57;2008;2007;5;2007;;L:\AudioToscana\2007\MIKA - Happy Ending.wav;;;1
11371;6546;REC;;Hey There Delilah;0;PLAIN WHITE T'S;N;;;;;;;O;S;;03:45;00:10;SS;2;;152;114;40;2005;2007;5;2007;;L:\AudioToscana\2007\PLAIN WHITE T'S - HEY THERE DELILAH.wav;;;1
11438;8982;REC;;I'm Not The Only One;0;SAM SMITH;N;;;;;;;O;S;;03:17;00:12;SS;1;;178;177;61;2014;2014;6;2014;;L:\AudioToscana\2014\SAM SMITH - I'm Not The Only One.wav;;;1
11550;3458;REC;;Orchestra;0;THE SERVANT;N;;;;;;;O;S;;03:26;00:00;SM;2;;146;53;30;2003;STRA 2000;;stra V;;L:\AudioToscana\stra V\The Servant - Orchestra.wav;;;1
12611;9224;REC;;Se Telefonando;0;"NEK; MINA";B;;;;;;;;I;;02:50;00:18;MM;2;;230;105;37;2015;2015;6;SANREMO;;L:\AudioToscana\2015\SANREMO\Nek - Se Telefonando.wav;;;1
12859;103;REC;;Mi Fai Stare Bene;0;BIAGIO ANTONACCI;N;;;;;;;;I;;03:22;00:13;SF;3;;84;19;30;1998;ITA 90;4;ita V;;L:\AudioToscana\ita V\Biagio Antonacci - Mi Fai Stare Bene.wav;;;1
12989;4710;REC;;You Learn;0;ALANIS MORISSETTE;N;;;;;;;;S;;03:50;00:13;MM;2;;141;24;35;1995;STRA 90;4;stra V;;L:\AudioToscana\stra V\Alanis Morissette - You learn.wav;;;1
13008;2611;REC;;I'm With You;0;AVRIL LAVIGNE;N;;;;;;;O;S;;03:40;00:19;SS;2;;193;131;54;2002;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Avril Lavigne - I'm With You.wav;;;1
13051;3662;REC;;It's My Life;0;BON JOVI;N;R;;;;;;;S;;03:41;00:08;FF;3;;58;13;31;2000;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Bon Jovi - It's My Life (UK Remix).wav;;;1
